index,title,description,location,country,currency,price,durationInDays,imagesURL,siteURL,rating,dateOfScrape
460,Sunset Bus tour - Summer only,"A Sunset Bus Tour to Signal Hill is a must-do summer activity. Cape Town is one of South Africa’s most popular destinations, and in our opinion, it has everything to do with the city’s spectacular natural scenery.","South Africa, Cape Town",South Africa,ZAR,200,1,"['https://moafrikatours.com/wp-content/uploads/2022/01/c35c2e96-3591-40f9-acd3-20cd5666f7c9-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/9bdb7796-f03a-413e-892b-6d27a4ff0f84-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/56cbd6ba-30ec-42e7-85d1-9fc6405c0035-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/c35c2e96-3591-40f9-acd3-20cd5666f7c9.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/9bdb7796-f03a-413e-892b-6d27a4ff0f84.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/56cbd6ba-30ec-42e7-85d1-9fc6405c0035.jpeg']",https://moafrikatours.com/south-africa/cape-town/tours/1-day/sunset-bus-tour-summer-only/,,20250210_155904
461,Cape Winelands Tour,"The Franschhoek and Stellenbosch Wine Tour is an unforgettable experience. Taste some of the finest wines produced in the Cape Winelands and learn how to perfectly pair wine varieties with chocolate, cheese and olives.","South Africa, Cape Town",South Africa,ZAR,580,1,"['https://moafrikatours.com/wp-content/uploads/2022/01/2916cef9-db4d-4bfa-98fa-b8a89a90dc4c-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/164a1205-fb3a-446b-b821-c53ea1e70d7c-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/a320c23b-3db2-4922-b7c3-20a29759c3ca-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/cc16ff33-8589-48e7-bc40-79ac209750c1-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/2916cef9-db4d-4bfa-98fa-b8a89a90dc4c.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/164a1205-fb3a-446b-b821-c53ea1e70d7c.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/a320c23b-3db2-4922-b7c3-20a29759c3ca.jpeg']",https://moafrikatours.com/south-africa/cape-town/tours/1-day/cape-winelands-tour/,,20250210_155909
462,Mini Peninsula Tour,The Mini Peninsula Tour is the perfect way to explore both the bustling city and the enticing nature scenes of Cape Town. There are 14 stops along the circular route and tourist can hop on and off at any as they please.,"South Africa, Cape Town",South Africa,ZAR,250,1,"['https://moafrikatours.com/wp-content/uploads/2022/01/fa0f6d3a-87b4-4c84-8d7d-20f8298c25f6-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/3c02e98f-f3b4-4f19-8765-6d9504bb45fd-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/89d73404-f71b-49aa-915a-ee8661c44463-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/f4bb299c-3491-487a-b6a6-cf0fe615f980-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/fa0f6d3a-87b4-4c84-8d7d-20f8298c25f6.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/3c02e98f-f3b4-4f19-8765-6d9504bb45fd.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/89d73404-f71b-49aa-915a-ee8661c44463.jpeg']",https://moafrikatours.com/south-africa/cape-town/tours/1-day/mini-peninsula-tour/,,20250210_155915
463,Cape Town City and Table Mountain Tour,"The Cape Town City and Table Mountain Full Day Tour explores the vibrant Cape Town City Bowl, highlighting its rich heritage. The tour takes you  through the bustling central business district between the historic suburbs of
Oranjezicht and Tamboerskloof, with a Table Mountain tour in the afternoon. The city boasts a blend of modern residential developments, state-of-the-art office blocks, and world-class entertainment centres, making it a dynamic and cosmopolitan destination. Throughout the tour, participants will gain a glimpse into the history and cultural tapestry of Cape Town, with the added experience of ascending Table Mountain.","South Africa, Cape Town",South Africa,ZAR,"2,695",1,"['https://moafrikatours.com/wp-content/uploads/2022/01/milani-mbombo-kwl_d8awZBA-unsplash-768x1024.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/2dbacbcf-1c77-400d-9c0e-c2250629b4ae-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/4d671692-322b-4245-a7e7-6873ea331973-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/4facb67c-be76-4338-b355-4581ba3eb80d-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/milani-mbombo-kwl_d8awZBA-unsplash-768x1024.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/2dbacbcf-1c77-400d-9c0e-c2250629b4ae.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/4d671692-322b-4245-a7e7-6873ea331973.jpeg']",https://moafrikatours.com/south-africa/cape-town/tours/1-day/cape-town-city-tour-to-table-mountain/,,20250210_155920
464,Table Mountain Full Day Hikes,"Join us for a full-day hike with an experienced mountaineering guide to explore the iconic Table Mountain. You have the choice of three popular routes to the summit; Skeleton Gorge, Kasteelspoort and Tranquility Cracks.","South Africa, Cape Town",South Africa,ZAR,"1,100",1,"['https://moafrikatours.com/wp-content/uploads/2022/01/4ecc0637-9718-4b06-8841-ffc4298013a6-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/4ecc0637-9718-4b06-8841-ffc4298013a6.jpeg']",https://moafrikatours.com/south-africa/cape-town/tours/1-day/table-mountain-full-day-hikes/,,20250210_155926
465,Table Mountain Hike Via Platteklip Gorge,"On this hike, we take the route up Platteklip Gorge to the top of Table Mountain. It’s the shortest, most popular route to the summit and a comfortable hike for those with less climbing experience. There are no vertical exposures which makes it suitable for people with a fear of heights. We take the leisurely route down to Lower Cable Station in a state-of-the-art rotating cable car.","South Africa, Cape Town",South Africa,ZAR,"2,830",1,"['https://moafrikatours.com/wp-content/uploads/2022/01/0d36e2e1-f282-4a91-abeb-90a458aaa076-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2024/10/65607e9d9677f9fd7f8b9f51_1000010056-768x607.webp', 'https://moafrikatours.com/wp-content/uploads/2024/10/Platteklip-1024x969-1-768x727.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/Platteklip-gorge-hike-table-mountain-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/0d36e2e1-f282-4a91-abeb-90a458aaa076.jpeg', 'https://moafrikatours.com/wp-content/uploads/2024/10/65607e9d9677f9fd7f8b9f51_1000010056.webp', 'https://moafrikatours.com/wp-content/uploads/2024/10/Platteklip-1024x969-1.jpg']",https://moafrikatours.com/south-africa/cape-town/tours/1-day/table-mountain-hike-via-platteklip-gorge/,,20250210_155931
466,Table Mountain Hike Via India Venster Route,Hiking to the top of Table Mountain is a rewarding challenge and a great way to avoid the Cableway crowds. The hike takes you to the summit via the more challenging India Venster route. It’s fairly strenuous but extremely rewarding. We take the leisurely route down to Lower Cable Station in a state-of-the-art rotating cable car.,"South Africa, Cape Town",South Africa,ZAR,"3,100",1,"['https://moafrikatours.com/wp-content/uploads/2022/01/e8ae2fff-1d38-4349-a207-1232356f50ae-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/0d36e2e1-f282-4a91-abeb-90a458aaa076-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/4ecc0637-9718-4b06-8841-ffc4298013a6-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2024/10/Platteklip-gorge-hike-table-mountain-1-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/e8ae2fff-1d38-4349-a207-1232356f50ae.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/0d36e2e1-f282-4a91-abeb-90a458aaa076.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/4ecc0637-9718-4b06-8841-ffc4298013a6.jpeg']",https://moafrikatours.com/south-africa/cape-town/tours/1-day/table-mountain-hike-via-india-venster-route/,,20250210_155937
467,Lions Head Sunrise or Sunset Tour,"Lion’s Head lies nestled between the western side of Table Mountain and Signal Hill. If you’re looking up at Table Mountain from V&A Waterfront, you’ll see the small but distinct buttress directly below and to the right of the mountain.","South Africa, Cape Town",South Africa,ZAR,800,1,"['https://moafrikatours.com/wp-content/uploads/2022/01/64b796ba-60c5-4f28-8075-d53330cbbc02-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/0a9f1f90-87b9-449e-8507-4ca5772ebbb3-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/a4eb1f3f-0dce-4597-ad13-06a7d7a28b06-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/a7acf3c2-dccc-4376-89fc-3b056d31e89b-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/64b796ba-60c5-4f28-8075-d53330cbbc02.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/0a9f1f90-87b9-449e-8507-4ca5772ebbb3.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/a4eb1f3f-0dce-4597-ad13-06a7d7a28b06.jpeg']",https://moafrikatours.com/south-africa/cape-town/tours/1-day/lions-head-sunrise-or-sunset-tour/,,20250210_155942
468,Guided Kayak Tour,"Enjoy the majestic beauty of Table Mountain, Lions Head and the Atlantic Seaboard coastline while leisurely paddling on a stable kayak in the open waters of Table Bay. We set off from the V&A Waterfront at the historic Cape Town harbour and spend 2 hours paddling along the stunning coastline of the Atlantic Seaboard which lies at the foothills of the western side of Table Mountain.","South Africa, Cape Town",South Africa,ZAR,450,1,"['https://moafrikatours.com/wp-content/uploads/2022/01/c27a76c6-a897-4923-84b5-a952c865e34b-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/0d380f9b-21ed-45a2-b479-2ed9b04aa5e4-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/11fc1c3f-f20b-446b-9dc7-7a92420847e3-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/67ecf601-00de-4fbd-8e2a-6efc523a8f50-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/c27a76c6-a897-4923-84b5-a952c865e34b.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/0d380f9b-21ed-45a2-b479-2ed9b04aa5e4.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/11fc1c3f-f20b-446b-9dc7-7a92420847e3.jpeg']",https://moafrikatours.com/south-africa/cape-town/tours/1-day/guided-kayak-tour/,,20250210_155948
469,Gold Restaurant with Drumming,"A 14-dish tasting menu at a popular African-themed restaurant in the heart of Cape Town and an exhilarating evening of live entertainment. Guests are treated to authentic African cuisine, an energetic display of traditional singing and dancing and a fun interactive drumming session.","South Africa, Cape Town",South Africa,ZAR,"1,300",1,"['https://moafrikatours.com/wp-content/uploads/2022/01/70c9b208-a57f-401a-8139-82fbeffb04b9-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/92f0fafa-4818-4e0c-a800-a063620e73bc-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/483d21d2-fac0-49f9-b597-2277341df120-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/765340ff-9757-4159-b093-4e77e325d977-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/70c9b208-a57f-401a-8139-82fbeffb04b9.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/92f0fafa-4818-4e0c-a800-a063620e73bc.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/483d21d2-fac0-49f9-b597-2277341df120.jpeg']",https://moafrikatours.com/south-africa/cape-town/tours/1-day/gold-restaurant-with-drumming/,,20250210_155953
470,Cape Town City Half Day Tour,"This tour takes you from the V&A Waterfront in the historic Cape Town Harbour to the Blue Flag beaches of the Atlantic Seashore, the brightly-painted homes of Bo-Kaap and the historic landmarks in the Cape Town City Bowl. Enjoy a few hours in the company of a knowledgeable tour guide who makes the rich history of the city come alive.","South Africa, Cape Town",South Africa,ZAR,900,1,"['https://moafrikatours.com/wp-content/uploads/2022/01/5c2d672d-b648-4610-a523-cc8a8128bc8d-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/9d75606f-8945-4ade-a799-58eb8b45411d-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/9ebba5d0-04f4-4cc3-a714-b4a64a766219-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/998fea00-0408-433a-a5af-3adc4e77fe79-1-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/5c2d672d-b648-4610-a523-cc8a8128bc8d.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/9d75606f-8945-4ade-a799-58eb8b45411d.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/9ebba5d0-04f4-4cc3-a714-b4a64a766219.jpeg']",https://moafrikatours.com/south-africa/cape-town/tours/1-day/cape-town-half-day-city-tour/,,20250210_155959
471,Half Day Gospel Tour,"The vibrant township church attracts hundreds of worshipers on Sundays, including members of the local community and overseas visitors.","South Africa, Cape Town",South Africa,ZAR,770,1,"['https://moafrikatours.com/wp-content/uploads/2022/01/devon-janse-van-rensburg-ODZIiIsn490-unsplash-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/7d59e68e-2f9a-44e4-812a-0dcdfc03dc77-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/45d8b96a-d115-44e1-9120-5bc66741c09d-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/abc4fb9b-b946-4596-acb1-16b4033ec9da-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/devon-janse-van-rensburg-ODZIiIsn490-unsplash-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/7d59e68e-2f9a-44e4-812a-0dcdfc03dc77.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/45d8b96a-d115-44e1-9120-5bc66741c09d.jpeg']",https://moafrikatours.com/south-africa/cape-town/tours/1-day/half-day-gospel-tour/,,20250210_160004
472,Half Day Cape Town City Tour,Between the old suburbs of Oranjezicht and Tamboerskloof and the famous Cape Town Harbour.,"South Africa, Cape Town",South Africa,ZAR,900,1,"['https://moafrikatours.com/wp-content/uploads/2022/01/7b20f644-32cb-4715-b546-356e6eeb25fe-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/8e4b6e9e-b2ac-4e1c-8e6e-009be560801c-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/9c859fee-3376-4999-998d-f94e39a3251a-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/16e199a0-56c9-4a90-ad9d-8021cd2005b9-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/7b20f644-32cb-4715-b546-356e6eeb25fe.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/8e4b6e9e-b2ac-4e1c-8e6e-009be560801c.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/9c859fee-3376-4999-998d-f94e39a3251a.jpeg']",https://moafrikatours.com/south-africa/cape-town/tours/1-day/half-day-cape-town-city-tour/,,20250210_160010
473,3 Day Luxury Tshukudu Bush Lodge Safari,"Tshukudu Bush Lodge is positioned high on a rocky hill with panoramic views of the magnificent reserve and offers the perfect romantic retreat for an exclusive safari experience. Pilanesberg Game Reserve lies in the basin of an ancient volcanic crater. The extinct volcano is the perfect example of an alkaline ring complex and one of the largest of its type. The ecology of Pilanesberg is also fascinating; it lies in a transitional zone between the dry, arid Kalahari Desert and lush Lowveld and there is a lot of overlap in the richness of the reserve’s fauna and flora. Before the drive back to Johannesburg, you have the option of a game drive in a closed tour vehicle in Pilanesberg Game Reserve.","South Africa, Pilanesberg",South Africa,ZAR,"18,495",3,"['https://moafrikatours.com/wp-content/uploads/2022/01/Tshukudu-3-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Tshukudu-3.jpg']",https://moafrikatours.com/south-africa/pilanesberg-national-park/safaris/3-day/luxury/3-day-luxury-tshukudu-bush-lodge-safari/,,20250210_160015
474,3 Day Luxury Pilanesberg Private Lodge Safari,"The private reserve has been incorporated into the Pilanesberg Game Reserve and the Black Rhino safari operators have unrestricted access to its public roads. The protected wilderness region falls within the Pilanesberg alkaline ring complex, lying at the base of an extinct volcano in a transitional zone between the arid Kalahari Desert and lush Lowveld.","South Africa, Pilanesberg",South Africa,ZAR,"11,765",3,"['https://moafrikatours.com/wp-content/uploads/2022/01/IMG-20161216-WA0015-768x503.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/IMG-20161216-WA0015-1024x671.jpg']",https://moafrikatours.com/south-africa/pilanesberg-national-park/safaris/3-day/luxury/3-day-luxury-pilanesberg-private-lodge-safari/,,20250210_160021
475,3 Day Luxury Kwa Maritane Bush Lodge All Inclusive Safari Package,It’s also located in a malaria-free region and is a comfortable 2&half-hour drive from Johannesburg. Discover what else makes Pilanesberg Game Reserve one of South Africa’s favourite Big 5 safari destinations on this popular tour.,"South Africa, Pilanesberg",South Africa,ZAR,"12,895",3,"['https://moafrikatours.com/wp-content/uploads/2024/09/Kwa-Maritane-1-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/Kwa-Maritane-2-768x500.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/Kwa-Maritane-3-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/Kwa-Maritane-4-768x441.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/Kwa-Maritane-1-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/Kwa-Maritane-2-1024x666.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/Kwa-Maritane-3-1024x684.jpg']",https://moafrikatours.com/south-africa/pilanesberg-national-park/safaris/3-day/luxury/3-day-luxury-kwa-maritane-bush-lodge/,,20250210_160026
476,3 Day Luxury Ivory Tree Game Lodge Safari,"South Africa’s favourite Big 5 game reserve lies in the basin of an ancient volcanic crater that forms part of a rare alkaline ring complex, and in a transitional zone between the dry Kalahari and lush Lowveld.","South Africa, Pilanesberg",South Africa,ZAR,"13,595",3,"['https://moafrikatours.com/wp-content/uploads/2024/09/Ivory-Tree-Game-Lodge-Standard-Suite-Bathroom-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/Ivory-Tree-1-768x576.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/Ivory-Tree-Game-Lodge-Archery-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/Ivory-Tree-Game-Lodge-Executive-Suite-Lounge-768x511.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/Ivory-Tree-Game-Lodge-Standard-Suite-Bathroom.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/Ivory-Tree-1.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/Ivory-Tree-Game-Lodge-Archery.jpg']",https://moafrikatours.com/south-africa/pilanesberg-national-park/safaris/3-day/luxury/3-day-luxury-ivory-tree-game-lodge-safari/,,20250210_160031
477,3 Day Luxury Black Rhino Game Lodge Safari,The private reserve has been incorporated into the Pilanesberg and safari operators have unrestricted access to its public roads. Te Black Rhino Safari Lodge offers guests luxury accommodation and an exclusive safari experience.,"South Africa, Pilanesberg",South Africa,ZAR,"13,995",3,"['https://moafrikatours.com/wp-content/uploads/2022/01/black-rhino-lodge-feb-2011-047-768x511.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/WhatsApp-Image-2023-11-25-at-11.26.54-AM-768x576.jpeg', 'https://moafrikatours.com/wp-content/uploads/2024/09/WhatsApp-Image-2023-11-25-at-11.27.40-AM-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2024/09/WhatsApp-Image-2023-11-25-at-11.27.41-AM-1-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/black-rhino-lodge-feb-2011-047-1024x681.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/WhatsApp-Image-2023-11-25-at-11.26.54-AM.jpeg', 'https://moafrikatours.com/wp-content/uploads/2024/09/WhatsApp-Image-2023-11-25-at-11.27.40-AM.jpeg']",https://moafrikatours.com/south-africa/pilanesberg-national-park/safaris/3-day/luxury/3-day-luxury-black-rhino-game-lodge-safari/,,20250210_160037
478,3 Day Luxury Bakubung Bush Lodge All Inclusive Safari Package,The reserve is located in a malaria-free region and that’s a large part of its attraction. Guests stay at Bakubung Bush Lodge which is one of the largest lodges in the Pilanesberg.,"South Africa, Pilanesberg",South Africa,ZAR,"12,995",3,"['https://moafrikatours.com/wp-content/uploads/2022/01/Bakubung-Game-Drive-Elephant-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Bakubung-Game-Drive-Elephant-1024x683.jpg']",https://moafrikatours.com/south-africa/pilanesberg-national-park/safaris/3-day/luxury/3-day-luxury-bakubung-bush-lodge-all-inclusive-safari-package/,,20250210_160042
479,3 Day Luxury Tented Pilanesberg Safari,"Pilanesberg National Park, South Africa’s fourth largest game park, is situated in a crater in the Bojanala Region of the North West Province. This crater is the product of a volcano that erupted many millions of years ago. This extinct volcano has evolved to become one of the most fascinating landscapes for you to visit. By the Genesis project the majority of South Africa’s wildlife is now found in the Pilanesberg game reserve.","South Africa, Pilanesberg",South Africa,ZAR,"9,731",3,"['https://moafrikatours.com/wp-content/uploads/2022/01/77dcf70f-80dc-469c-8c4e-6d06cbd33cde-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/77dcf70f-80dc-469c-8c4e-6d06cbd33cde.jpeg']",https://moafrikatours.com/south-africa/pilanesberg-national-park/safaris/3-day/luxury/3-day-luxury-tented-pilanesberg-safari/,,20250210_160048
480,3 Day Luxury Shepherd's Tree Game Lodge Safari,"The popular Big 5 game reserve is located in a malaria-free region at the base of an ancient volcanic crater. It lies in a transitional zone between the dry, arid Kalahari Desert and lush Lowveld, and the wild animals have adapted well to the overlapping biospheres.","South Africa, Pilanesberg",South Africa,ZAR,"15,095",3,"['https://moafrikatours.com/wp-content/uploads/2022/01/ad3f76b5d970825fd0c4f0ae1f1b85be-768x576.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/shepherds-tree-safari-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/4b5d91b9e99565772be7d95662aa0c8a-768x377.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/06.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/ad3f76b5d970825fd0c4f0ae1f1b85be-1024x768.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/shepherds-tree-safari.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/4b5d91b9e99565772be7d95662aa0c8a-1024x502.jpg']",https://moafrikatours.com/south-africa/pilanesberg-national-park/safaris/3-day/luxury/3-day-luxury-shepherds-tree-game-lodge-safari/,,20250210_160053
481,2 Day Luxury Tshukudu Bush Lodge Safari,"It’s one of the most popular Big 5 safari destinations in South Africa for this reason and because it’s renowned for its high concentration of animals and unique geology and ecology. The reserve lies within a rare alkaline ring complex at the base of an extinct volcano, and in a transitional zone between the dry, arid Kalahari Desert and lush Lowveld.","South Africa, Pilanesberg",South Africa,ZAR,"10,595",2,"['https://moafrikatours.com/wp-content/uploads/2022/01/Tshukudu-4-768x514.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Tshukudu-1-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Tshukudu-2-768x429.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Tshukudu-3-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Tshukudu-4.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Tshukudu-1-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Tshukudu-2-1024x573.jpg']",https://moafrikatours.com/south-africa/pilanesberg-national-park/safaris/2-day/luxury/2-day-luxury-tshukudu-bush-lodge-safari/,,20250210_160059
482,2 Day Luxury Shepherd's Tree Game Lodge Safari,Access to the Big 5 private concession is restricted to paying guests and the safari operators while the rangers can take guests on all the public roads in the rest of the reserve in the open safari vehicles.,"South Africa, Pilanesberg",South Africa,ZAR,"10,795",2,"['https://moafrikatours.com/wp-content/uploads/2022/01/06.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/4b5d91b9e99565772be7d95662aa0c8a-768x377.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/2880-768x285.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/ad3f76b5d970825fd0c4f0ae1f1b85be-768x576.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/06.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/4b5d91b9e99565772be7d95662aa0c8a-1024x502.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/2880-1024x380.jpg']",https://moafrikatours.com/south-africa/pilanesberg-national-park/safaris/2-day/luxury/2-day-luxury-shepherds-tree-game-lodge-safari/,,20250210_160104
483,2 Day Luxury Pilanesberg Private Lodge Safari,It lies at the foothills of the Pilanesberg alkaline ring complex which is one of the largest of its kind in the world. The Big 5 protected wilderness region is renowned for its high concentration of game and unique geology and ecology.,"South Africa, Pilanesberg",South Africa,ZAR,"8,025",2,"['https://moafrikatours.com/wp-content/uploads/2022/01/IMG-20161216-WA0016-768x494.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/IMG-20161216-WA0015-768x503.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/IMG-20161216-WA0017-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/IMG-20161216-WA0019-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/IMG-20161216-WA0016-1024x658.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/IMG-20161216-WA0015-1024x671.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/IMG-20161216-WA0017-1024x682.jpg']",https://moafrikatours.com/south-africa/pilanesberg-national-park/safaris/2-day/luxury/2-day-luxury-pilanesberg-private-lodge-safari/,,20250210_160110
484,2 Day Luxury Kwa Maritane Bush Lodge All Inclusive Safari Package,"It’s located in a malaria-free region and an easy 2-hour drive from Johannesburg. It’s geared for families and large groups and offers a wide range of activities to keep everyone entertained between daily game drives, including a spectacular game viewing hide which is linked to the lodge by an underground tunnel.","South Africa, Pilanesberg",South Africa,ZAR,"7,595",2,"['https://moafrikatours.com/wp-content/uploads/2022/01/Kwa-Maritane-Bedroom-2-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Kwa-Maritane-2-768x500.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Kwa-Maritane-3-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Kwa-Maritane-4-768x441.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Kwa-Maritane-Bedroom-2-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Kwa-Maritane-2-1024x666.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Kwa-Maritane-3-1024x684.jpg']",https://moafrikatours.com/south-africa/pilanesberg-national-park/safaris/packages/2-day/luxury/2-day-luxury-kwa-maritane-bush-lodge-all-inclusive-safari-package/,,20250210_160115
